date,id,store_nbr,family,onpromotion,sales
2017-08-23,3014827,5,GROCERY II,0,21.510635779863197
2017-08-24,3016609,5,GROCERY II,0,21.096764008190753
2017-08-25,3018391,5,GROCERY II,0,20.044460645842555
2017-08-26,3020173,5,GROCERY II,0,19.01267639427616
2017-08-27,3021955,5,GROCERY II,0,18.372645478964692
2017-08-28,3023737,5,GROCERY II,0,18.312764475839487
2017-08-29,3025519,5,GROCERY II,0,18.56116826741725
2017-08-30,3027301,5,GROCERY II,0,18.77638173999874
2017-08-31,3029083,5,GROCERY II,0,18.65672960474897
2017-08-16,3002354,5,HARDWARE,0,-0.004372859254684443
2017-08-17,3004136,5,HARDWARE,0,0.0
2017-08-18,3005918,5,HARDWARE,0,0.0
2017-08-19,3007700,5,HARDWARE,0,0.0
2017-08-20,3009482,5,HARDWARE,0,0.0
2017-08-21,3011264,5,HARDWARE,0,0.0
2017-08-22,3013046,5,HARDWARE,0,0.0
2017-08-23,3014828,5,HARDWARE,0,0.0
2017-08-24,3016610,5,HARDWARE,0,0.0
2017-08-25,3018392,5,HARDWARE,0,0.0
2017-08-26,3020174,5,HARDWARE,0,0.0
2017-08-27,3021956,5,HARDWARE,0,0.0
2017-08-28,3023738,5,HARDWARE,0,0.0
2017-08-29,3025520,5,HARDWARE,0,0.0
2017-08-30,3027302,5,HARDWARE,0,0.0
2017-08-31,3029084,5,HARDWARE,0,0.0
2017-08-16,3002355,5,HOME AND KITCHEN I,2,28.122514009832276
2017-08-17,3004137,5,HOME AND KITCHEN I,2,28.377284576519475
2017-08-18,3005919,5,HOME AND KITCHEN I,2,28.334859654895375
2017-08-19,3007701,5,HOME AND KITCHEN I,1,28.245387220616564
2017-08-20,3009483,5,HOME AND KITCHEN I,0,28.148708584030423
2017-08-21,3011265,5,HOME AND KITCHEN I,0,28.05116847087897
2017-08-22,3013047,5,HOME AND KITCHEN I,1,27.953776442817936
2017-08-23,3014829,5,HOME AND KITCHEN I,0,27.856692306849908
2017-08-24,3016611,5,HOME AND KITCHEN I,1,27.759940528771097
2017-08-25,3018393,5,HOME AND KITCHEN I,1,27.663524021340624
2017-08-26,3020175,5,HOME AND KITCHEN I,0,27.567442267876018
2017-08-27,3021957,5,HOME AND KITCHEN I,1,27.47169420887648
2017-08-28,3023739,5,HOME AND KITCHEN I,2,27.3762787017779
2017-08-29,3025521,5,HOME AND KITCHEN I,1,27.281194594168532
2017-08-30,3027303,5,HOME AND KITCHEN I,2,27.186440735438683
2017-08-31,3029085,5,HOME AND KITCHEN I,0,27.092015978624495
2017-08-16,3002356,5,HOME AND KITCHEN II,6,19.858523433524137
2017-08-17,3004138,5,HOME AND KITCHEN II,1,20.026109164600314
2017-08-18,3005920,5,HOME AND KITCHEN II,2,19.28900352502446
2017-08-19,3007702,5,HOME AND KITCHEN II,2,18.270796915061933
2017-08-20,3009484,5,HOME AND KITCHEN II,0,17.778727760696647
2017-08-21,3011266,5,HOME AND KITCHEN II,1,17.93442570092481
2017-08-22,3013048,5,HOME AND KITCHEN II,2,18.171140773928876
2017-08-23,3014830,5,HOME AND KITCHEN II,2,17.944517224964883
2017-08-24,3016612,5,HOME AND KITCHEN II,1,17.2923604233142
2017-08-25,3018394,5,HOME AND KITCHEN II,2,16.690726678660894
2017-08-26,3020176,5,HOME AND KITCHEN II,2,16.48193782407985
2017-08-27,3021958,5,HOME AND KITCHEN II,2,16.54397756308844
2017-08-28,3023740,5,HOME AND KITCHEN II,1,16.500314012465513
2017-08-29,3025522,5,HOME AND KITCHEN II,2,16.1556282082066
2017-08-30,3027304,5,HOME AND KITCHEN II,2,15.6654848224243
2017-08-31,3029086,5,HOME AND KITCHEN II,2,15.31203728677434
2017-08-16,3002357,5,HOME APPLIANCES,0,0.1481716811789006
2017-08-17,3004139,5,HOME APPLIANCES,0,0.14722087585840102
2017-08-18,3005921,5,HOME APPLIANCES,0,0.14627617177634525
2017-08-19,3007703,5,HOME APPLIANCES,0,0.14533752978159503
2017-08-20,3009485,5,HOME APPLIANCES,0,0.14440491097424168
2017-08-21,3011267,5,HOME APPLIANCES,0,0.14347827670399405
2017-08-22,3013049,5,HOME APPLIANCES,0,0.14255758856857662
2017-08-23,3014831,5,HOME APPLIANCES,0,0.1416428084121381
2017-08-24,3016613,5,HOME APPLIANCES,0,0.14073389832367014
2017-08-25,3018395,5,HOME APPLIANCES,0,0.13983082063543611
2017-08-26,3020177,5,HOME APPLIANCES,0,0.13893353792141014
2017-08-27,3021959,5,HOME APPLIANCES,0,0.13804201299572605
2017-08-28,3023741,5,HOME APPLIANCES,0,0.13715620891113625
2017-08-29,3025523,5,HOME APPLIANCES,0,0.13627608895748056
2017-08-30,3027305,5,HOME APPLIANCES,0,0.13540161666016484
2017-08-31,3029087,5,HOME APPLIANCES,0,0.13453275577864937
2017-08-16,3002358,5,HOME CARE,11,147.0850691713925
2017-08-17,3004140,5,HOME CARE,6,129.02748489581273
2017-08-18,3005922,5,HOME CARE,8,153.57579057826632
2017-08-19,3007704,5,HOME CARE,6,181.65716131428843
2017-08-20,3009486,5,HOME CARE,8,200.69602069417476
2017-08-21,3011268,5,HOME CARE,7,192.72998346419544
2017-08-22,3013050,5,HOME CARE,5,165.56397923449555
2017-08-23,3014832,5,HOME CARE,7,139.0767070390566
2017-08-24,3016614,5,HOME CARE,3,133.3908260213111
2017-08-25,3018396,5,HOME CARE,7,152.36449218753725
2017-08-26,3020178,5,HOME CARE,7,181.46612982522888
2017-08-27,3021960,5,HOME CARE,6,198.63773621611074
2017-08-28,3023742,5,HOME CARE,5,191.0584477571694
2017-08-29,3025524,5,HOME CARE,4,164.62850648958312
2017-08-30,3027306,5,HOME CARE,5,139.3517194901546
2017-08-31,3029088,5,HOME CARE,0,134.14400056917276
2017-08-16,3002359,5,LADIESWEAR,0,12.33595374029692
2017-08-17,3004141,5,LADIESWEAR,0,11.88520475246353
2017-08-18,3005923,5,LADIESWEAR,0,11.805110942121754
2017-08-19,3007705,5,LADIESWEAR,0,11.725556880029055
2017-08-20,3009487,5,LADIESWEAR,0,11.646538928848527
2017-08-21,3011269,5,LADIESWEAR,0,11.568053475755097
2017-08-22,3013051,5,LADIESWEAR,0,11.490096932270342
2017-08-23,3014833,5,LADIESWEAR,0,11.41266573409842
2017-08-24,3016615,5,LADIESWEAR,0,11.335756340963103
2017-08-25,3018397,5,LADIESWEAR,0,11.25936523644591
2017-08-26,3020179,5,LADIESWEAR,0,11.183488927825334
2017-08-27,3021961,5,LADIESWEAR,0,11.108123945917141
2017-08-28,3023743,5,LADIESWEAR,0,11.033266844915763
2017-08-29,3025525,5,LADIESWEAR,0,10.958914202236747
2017-08-30,3027307,5,LADIESWEAR,0,10.885062618360264
2017-08-31,3029089,5,LADIESWEAR,0,10.811708716675685
2017-08-16,3002360,5,LAWN AND GARDEN,16,6.893800285542957
2017-08-17,3004142,5,LAWN AND GARDEN,0,9.657990426329121
2017-08-18,3005924,5,LAWN AND GARDEN,0,9.651426453172391
2017-08-19,3007706,5,LAWN AND GARDEN,0,9.64486694116562
2017-08-20,3009488,5,LAWN AND GARDEN,0,9.638311887276826
2017-08-21,3011270,5,LAWN AND GARDEN,0,9.631761288476085
2017-08-22,3013052,5,LAWN AND GARDEN,0,9.625215141735532
2017-08-23,3014834,5,LAWN AND GARDEN,3,9.618673444029366
2017-08-24,3016616,5,LAWN AND GARDEN,0,9.612136192333832
2017-08-25,3018398,5,LAWN AND GARDEN,0,9.605603383627239
2017-08-26,3020180,5,LAWN AND GARDEN,0,9.599075014889944
2017-08-27,3021962,5,LAWN AND GARDEN,0,9.592551083104363
2017-08-28,3023744,5,LAWN AND GARDEN,0,9.586031585254954
2017-08-29,3025526,5,LAWN AND GARDEN,0,9.579516518328232
2017-08-30,3027308,5,LAWN AND GARDEN,3,9.573005879312754
2017-08-31,3029090,5,LAWN AND GARDEN,0,9.56649966519913
2017-08-16,3002361,5,LINGERIE,4,11.775062034803717
2017-08-17,3004143,5,LINGERIE,0,11.589925895898892
2017-08-18,3005925,5,LINGERIE,0,11.584867735939214
2017-08-19,3007707,5,LINGERIE,0,11.579811783498585
2017-08-20,3009489,5,LINGERIE,0,11.57475803761358
2017-08-21,3011271,5,LINGERIE,0,11.569706497321203
2017-08-22,3013053,5,LINGERIE,0,11.56465716165887
2017-08-23,3014835,5,LINGERIE,0,11.55961002966442
2017-08-24,3016617,5,LINGERIE,0,11.554565100376113
2017-08-25,3018399,5,LINGERIE,0,11.549522372832627
2017-08-26,3020181,5,LINGERIE,0,11.544481846073062
2017-08-27,3021963,5,LINGERIE,0,11.539443519136935
2017-08-28,3023745,5,LINGERIE,0,11.534407391064182
2017-08-29,3025527,5,LINGERIE,0,11.52937346089516
2017-08-30,3027309,5,LINGERIE,0,11.524341727670645
2017-08-31,3029091,5,LINGERIE,0,11.51931219043183
2017-08-16,3002362,5,"LIQUOR,WINE,BEER",9,55.48254084763765
2017-08-17,3004144,5,"LIQUOR,WINE,BEER",4,43.90882809991881
2017-08-18,3005926,5,"LIQUOR,WINE,BEER",7,58.292865421246816
2017-08-19,3007708,5,"LIQUOR,WINE,BEER",5,72.76074965733554
2017-08-20,3009490,5,"LIQUOR,WINE,BEER",3,55.04814897949383
2017-08-21,3011272,5,"LIQUOR,WINE,BEER",3,49.38108075364485
2017-08-22,3013054,5,"LIQUOR,WINE,BEER",2,69.4642127302681
2017-08-23,3014836,5,"LIQUOR,WINE,BEER",2,66.22432894938065
2017-08-24,3016618,5,"LIQUOR,WINE,BEER",4,47.850216597823156
2017-08-25,3018400,5,"LIQUOR,WINE,BEER",3,59.030215726603856
2017-08-26,3020182,5,"LIQUOR,WINE,BEER",4,72.11412588608954
2017-08-27,3021964,5,"LIQUOR,WINE,BEER",4,55.30639987654834
2017-08-28,3023746,5,"LIQUOR,WINE,BEER",2,49.744319567249406
2017-08-29,3025528,5,"LIQUOR,WINE,BEER",2,68.63354087839848
2017-08-30,3027310,5,"LIQUOR,WINE,BEER",2,65.73683103202492
2017-08-31,3029092,5,"LIQUOR,WINE,BEER",2,48.36269803809643
2017-08-16,3002363,5,MAGAZINES,0,10.544558511601718
2017-08-17,3004145,5,MAGAZINES,0,10.283712541601695
2017-08-18,3005927,5,MAGAZINES,0,11.062583396080646
2017-08-19,3007709,5,MAGAZINES,0,12.166326756616208
2017-08-20,3009491,5,MAGAZINES,0,11.642330606174093
2017-08-21,3011273,5,MAGAZINES,0,9.332527981875918
2017-08-22,3013055,5,MAGAZINES,0,8.462179517081296
2017-08-23,3014837,5,MAGAZINES,0,7.864071602554984
2017-08-24,3016619,5,MAGAZINES,0,7.944813749029402
2017-08-25,3018401,5,MAGAZINES,0,9.00467071577128
2017-08-26,3020183,5,MAGAZINES,0,10.610566136810549
2017-08-27,3021965,5,MAGAZINES,0,10.219299919147755
2017-08-28,3023747,5,MAGAZINES,0,8.350513788581665
2017-08-29,3025529,5,MAGAZINES,0,7.53719396196097
2017-08-30,3027311,5,MAGAZINES,0,7.253136247059738
2017-08-31,3029093,5,MAGAZINES,0,7.321152239014229
2017-08-16,3002364,5,MEATS,0,248.11497274557323
2017-08-17,3004146,5,MEATS,0,259.8782238575685
2017-08-18,3005928,5,MEATS,32,261.9242409296378
2017-08-19,3007710,5,MEATS,0,254.8415896283851
2017-08-20,3009492,5,MEATS,0,254.8369609398007
2017-08-21,3011274,5,MEATS,0,254.83233233528716
2017-08-22,3013056,5,MEATS,0,254.827703814843
2017-08-23,3014838,5,MEATS,0,254.82307537846668
2017-08-24,3016620,5,MEATS,0,254.81844702615666
2017-08-25,3018402,5,MEATS,30,254.8138187579114
2017-08-26,3020184,5,MEATS,0,254.8091905737294
2017-08-27,3021966,5,MEATS,0,254.80456247360914
2017-08-28,3023748,5,MEATS,0,254.79993445754906
2017-08-29,3025530,5,MEATS,0,254.79530652554766
2017-08-30,3027312,5,MEATS,0,254.79067867760338
2017-08-31,3029094,5,MEATS,0,254.78605091371475
2017-08-16,3002365,5,PERSONAL CARE,17,191.10290580665492
2017-08-17,3004147,5,PERSONAL CARE,12,170.82862731298005
2017-08-18,3005929,5,PERSONAL CARE,10,200.347288443197
2017-08-19,3007711,5,PERSONAL CARE,13,224.619044233684
2017-08-20,3009493,5,PERSONAL CARE,15,251.53202011212537
2017-08-21,3011275,5,PERSONAL CARE,13,239.71618268249426
2017-08-22,3013057,5,PERSONAL CARE,11,215.40126166251451
2017-08-23,3014839,5,PERSONAL CARE,13,183.2105444024309
2017-08-24,3016621,5,PERSONAL CARE,8,178.4724309266075
2017-08-25,3018403,5,PERSONAL CARE,8,195.50699298434938
2017-08-26,3020185,5,PERSONAL CARE,10,228.5000736529605
2017-08-27,3021967,5,PERSONAL CARE,12,246.63562537964032
2017-08-28,3023749,5,PERSONAL CARE,9,241.09672598456822
2017-08-29,3025531,5,PERSONAL CARE,14,212.43407024270527
2017-08-30,3027313,5,PERSONAL CARE,15,185.44527230697156
2017-08-31,3029095,5,PERSONAL CARE,11,177.89211857351552
2017-08-16,3002366,5,PET SUPPLIES,0,3.497091518190656
2017-08-17,3004148,5,PET SUPPLIES,0,3.4584649563250567
2017-08-18,3005930,5,PET SUPPLIES,0,3.450614630700781
2017-08-19,3007712,5,PET SUPPLIES,0,3.4448124932400317
2017-08-20,3009494,5,PET SUPPLIES,0,3.4391547476747903
2017-08-21,3011276,5,PET SUPPLIES,0,3.4335152169299974
2017-08-22,3013058,5,PET SUPPLIES,0,3.4278855251874805
2017-08-23,3014840,5,PET SUPPLIES,0,3.422265103236217
2017-08-24,3016622,5,PET SUPPLIES,0,3.41665389922526
2017-08-25,3018404,5,PET SUPPLIES,0,3.411051895611822
2017-08-26,3020186,5,PET SUPPLIES,0,3.4054590771498137
2017-08-27,3021968,5,PET SUPPLIES,0,3.3998754287684387
2017-08-28,3023750,5,PET SUPPLIES,0,3.3943009354315703
2017-08-29,3025532,5,PET SUPPLIES,0,3.388735582128396
2017-08-30,3027314,5,PET SUPPLIES,0,3.383179353872759
2017-08-31,3029096,5,PET SUPPLIES,0,3.3776322357030755
2017-08-16,3002367,5,PLAYERS AND ELECTRONICS,0,7.255144964827431
2017-08-17,3004149,5,PLAYERS AND ELECTRONICS,0,6.868184631375378
2017-08-18,3005931,5,PLAYERS AND ELECTRONICS,0,6.83014115410807
2017-08-19,3007713,5,PLAYERS AND ELECTRONICS,0,6.792308402999167
2017-08-20,3009495,5,PLAYERS AND ELECTRONICS,0,6.754685210817989
2017-08-21,3011277,5,PLAYERS AND ELECTRONICS,0,6.71727041679925
2017-08-22,3013059,5,PLAYERS AND ELECTRONICS,0,6.680062866607244
