date,Unnamed: 0,id,store_nbr,family,sales,onpromotion,city,state,type,cluster,oil,holiday_type,locale,locale_name,description,transferred,holiday,pred_sales
2017-07-31,56038,2972380,1,BOOKS,1.0,0,Quito,Pichincha,D,13,50.21,,,,,,0,0.24076561878368027
2017-08-01,56071,2974162,1,BOOKS,0.0,0,Quito,Pichincha,D,13,49.19,,,,,,0,0.30161611672656896
2017-08-02,56104,2975944,1,BOOKS,0.0,0,Quito,Pichincha,D,13,49.6,,,,,,0,-0.01907516624707284
2017-08-03,56137,2977726,1,BOOKS,0.0,0,Quito,Pichincha,D,13,49.03,,,,,,0,0.2553922218496025
2017-08-04,56170,2979508,1,BOOKS,0.0,0,Quito,Pichincha,D,13,49.57,,,,,,0,0.20536391844563123
2017-08-05,56203,2981290,1,BOOKS,0.0,0,Quito,Pichincha,D,13,49.55507462686568,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,0.06605985146313109
2017-08-06,56236,2983072,1,BOOKS,0.0,0,Quito,Pichincha,D,13,49.45656716417911,,,,,,0,0.23823265702073132
2017-08-07,56269,2984854,1,BOOKS,0.0,0,Quito,Pichincha,D,13,49.37,,,,,,0,0.1316021334059394
2017-08-08,56302,2986636,1,BOOKS,0.0,0,Quito,Pichincha,D,13,49.07,,,,,,0,0.08102277913554001
2017-08-09,56335,2988418,1,BOOKS,0.0,0,Quito,Pichincha,D,13,49.59,,,,,,0,0.21525816414470794
2017-08-10,56368,2990200,1,BOOKS,0.0,0,Quito,Pichincha,D,13,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,0.113225748886833
2017-08-11,56401,2991982,1,BOOKS,0.0,0,Quito,Pichincha,D,13,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,0.12003722827879754
2017-08-12,56434,2993764,1,BOOKS,0.0,0,Quito,Pichincha,D,13,48.7189552238806,,,,,,0,0.18365859182467442
2017-08-13,56467,2995546,1,BOOKS,0.0,0,Quito,Pichincha,D,13,48.11805970149254,,,,,,0,0.11663905264915424
2017-08-14,56500,2997328,1,BOOKS,0.0,0,Quito,Pichincha,D,13,47.59,,,,,,0,0.14847276200230253
2017-08-15,56533,2999110,1,BOOKS,0.0,0,Quito,Pichincha,D,13,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,0.17246260188535228
2017-07-31,56039,2972381,1,BREAD/BAKERY,370.994,0,Quito,Pichincha,D,13,50.21,,,,,,0,387.2267847300013
2017-08-01,56072,2974163,1,BREAD/BAKERY,373.70898,0,Quito,Pichincha,D,13,49.19,,,,,,0,297.14010204546724
2017-08-02,56105,2975945,1,BREAD/BAKERY,428.186,0,Quito,Pichincha,D,13,49.6,,,,,,0,396.39330958163225
2017-08-03,56138,2977727,1,BREAD/BAKERY,282.81,7,Quito,Pichincha,D,13,49.03,,,,,,0,338.24029656004905
2017-08-04,56171,2979509,1,BREAD/BAKERY,385.044,8,Quito,Pichincha,D,13,49.57,,,,,,0,338.5645643875484
2017-08-05,56204,2981291,1,BREAD/BAKERY,271.579,6,Quito,Pichincha,D,13,49.552089552238805,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,396.87251882598105
2017-08-06,56237,2983073,1,BREAD/BAKERY,144.024,5,Quito,Pichincha,D,13,49.45358208955224,,,,,,0,291.7977543823772
2017-08-07,56270,2984855,1,BREAD/BAKERY,328.382,6,Quito,Pichincha,D,13,49.37,,,,,,0,422.09815025178614
2017-08-08,56303,2986637,1,BREAD/BAKERY,361.412,9,Quito,Pichincha,D,13,49.07,,,,,,0,293.2786989850545
2017-08-09,56336,2988419,1,BREAD/BAKERY,399.547,9,Quito,Pichincha,D,13,49.59,,,,,,0,394.233878222395
2017-08-10,56369,2990201,1,BREAD/BAKERY,417.021,10,Quito,Pichincha,D,13,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,341.79668989835625
2017-08-11,56402,2991983,1,BREAD/BAKERY,145.607,8,Quito,Pichincha,D,13,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,335.0171727950873
2017-08-12,56435,2993765,1,BREAD/BAKERY,243.22,6,Quito,Pichincha,D,13,48.70074626865672,,,,,,0,399.57385920363544
2017-08-13,56468,2995547,1,BREAD/BAKERY,136.679,6,Quito,Pichincha,D,13,48.09985074626866,,,,,,0,290.51213018655943
2017-08-14,56501,2997329,1,BREAD/BAKERY,346.038,9,Quito,Pichincha,D,13,47.59,,,,,,0,421.70236336229345
2017-08-15,56534,2999111,1,BREAD/BAKERY,329.54102,8,Quito,Pichincha,D,13,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,295.27315485121665
2017-07-31,56040,2972382,1,CELEBRATION,3.0,0,Quito,Pichincha,D,13,50.21,,,,,,0,14.214240957074201
2017-08-01,56073,2974164,1,CELEBRATION,11.0,0,Quito,Pichincha,D,13,49.19,,,,,,0,14.174176349548627
2017-08-02,56106,2975946,1,CELEBRATION,7.0,0,Quito,Pichincha,D,13,49.6,,,,,,0,14.134224669106604
2017-08-03,56139,2977728,1,CELEBRATION,10.0,0,Quito,Pichincha,D,13,49.03,,,,,,0,14.094385597449092
2017-08-04,56172,2979510,1,CELEBRATION,24.0,0,Quito,Pichincha,D,13,49.57,,,,,,0,14.05465881717421
2017-08-05,56205,2981292,1,CELEBRATION,12.0,0,Quito,Pichincha,D,13,49.54910447761194,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,14.015044011774723
2017-08-06,56238,2983074,1,CELEBRATION,2.0,0,Quito,Pichincha,D,13,49.45059701492537,,,,,,0,13.975540865635503
2017-08-07,56271,2984856,1,CELEBRATION,18.0,0,Quito,Pichincha,D,13,49.37,,,,,,0,13.936149064031026
2017-08-08,56304,2986638,1,CELEBRATION,11.0,0,Quito,Pichincha,D,13,49.07,,,,,,0,13.89686829312286
2017-08-09,56337,2988420,1,CELEBRATION,12.0,0,Quito,Pichincha,D,13,49.59,,,,,,0,13.857698239957168
2017-08-10,56370,2990202,1,CELEBRATION,17.0,0,Quito,Pichincha,D,13,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,13.818638592462209
2017-08-11,56403,2991984,1,CELEBRATION,4.0,0,Quito,Pichincha,D,13,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,13.77968903944586
2017-08-12,56436,2993766,1,CELEBRATION,3.0,0,Quito,Pichincha,D,13,48.68253731343284,,,,,,0,13.740849270593124
2017-08-13,56469,2995548,1,CELEBRATION,1.0,0,Quito,Pichincha,D,13,48.08164179104478,,,,,,0,13.702118976463673
2017-08-14,56502,2997330,1,CELEBRATION,4.0,0,Quito,Pichincha,D,13,47.59,,,,,,0,13.66349784848937
2017-08-15,56535,2999112,1,CELEBRATION,21.0,0,Quito,Pichincha,D,13,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,13.62498557897182
2017-07-31,56041,2972383,1,CLEANING,678.0,17,Quito,Pichincha,D,13,50.21,,,,,,0,403.112995537522
2017-08-01,56074,2974165,1,CLEANING,867.0,18,Quito,Pichincha,D,13,49.19,,,,,,0,427.787761909148
2017-08-02,56107,2975947,1,CLEANING,942.0,17,Quito,Pichincha,D,13,49.6,,,,,,0,454.48882765089934
2017-08-03,56140,2977729,1,CLEANING,622.0,7,Quito,Pichincha,D,13,49.03,,,,,,0,385.20527083853807
2017-08-04,56173,2979511,1,CLEANING,729.0,10,Quito,Pichincha,D,13,49.57,,,,,,0,387.15887032963155
2017-08-05,56206,2981293,1,CLEANING,442.0,10,Quito,Pichincha,D,13,49.54611940298508,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,381.40719093422746
2017-08-06,56239,2983075,1,CLEANING,233.0,6,Quito,Pichincha,D,13,49.44761194029851,,,,,,0,383.1627059926493
2017-08-07,56272,2984857,1,CLEANING,741.0,10,Quito,Pichincha,D,13,49.37,,,,,,0,368.4176259333839
2017-08-08,56305,2986639,1,CLEANING,767.0,11,Quito,Pichincha,D,13,49.07,,,,,,0,360.9074225215544
2017-08-09,56338,2988421,1,CLEANING,651.0,10,Quito,Pichincha,D,13,49.59,,,,,,0,352.9041936587935
2017-08-10,56371,2990203,1,CLEANING,696.0,13,Quito,Pichincha,D,13,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,347.2677648157379
2017-08-11,56404,2991985,1,CLEANING,341.0,7,Quito,Pichincha,D,13,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,339.46105729632495
2017-08-12,56437,2993767,1,CLEANING,351.0,8,Quito,Pichincha,D,13,48.66432835820896,,,,,,0,332.4095111440165
2017-08-13,56470,2995549,1,CLEANING,169.0,5,Quito,Pichincha,D,13,48.0634328358209,,,,,,0,325.3166436506617
2017-08-14,56503,2997331,1,CLEANING,571.0,11,Quito,Pichincha,D,13,47.59,,,,,,0,318.80552988276463
2017-08-15,56536,2999113,1,CLEANING,703.0,10,Quito,Pichincha,D,13,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,312.1596381162943
2017-07-31,56042,2972384,1,DAIRY,727.0,7,Quito,Pichincha,D,13,50.21,,,,,,0,713.3870318746832
2017-08-01,56075,2974166,1,DAIRY,668.0,3,Quito,Pichincha,D,13,49.19,,,,,,0,681.4641265063456
2017-08-02,56108,2975948,1,DAIRY,941.0,3,Quito,Pichincha,D,13,49.6,,,,,,0,729.6841686809241
2017-08-03,56141,2977730,1,DAIRY,529.0,12,Quito,Pichincha,D,13,49.03,,,,,,0,653.8362781453914
2017-08-04,56174,2979512,1,DAIRY,767.0,20,Quito,Pichincha,D,13,49.57,,,,,,0,645.9401968062924
2017-08-05,56207,2981294,1,DAIRY,624.0,21,Quito,Pichincha,D,13,49.54313432835821,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,604.7230243627121
2017-08-06,56240,2983076,1,DAIRY,312.0,14,Quito,Pichincha,D,13,49.44462686567164,,,,,,0,387.13967339620234
2017-08-07,56273,2984858,1,DAIRY,717.0,18,Quito,Pichincha,D,13,49.37,,,,,,0,685.999164554009
2017-08-08,56306,2986640,1,DAIRY,569.0,20,Quito,Pichincha,D,13,49.07,,,,,,0,652.1434573580276
2017-08-09,56339,2988422,1,DAIRY,789.0,17,Quito,Pichincha,D,13,49.59,,,,,,0,694.4618162249071
2017-08-10,56372,2990204,1,DAIRY,736.0,21,Quito,Pichincha,D,13,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,630.8167931062062
2017-08-11,56405,2991986,1,DAIRY,343.0,14,Quito,Pichincha,D,13,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,633.8948686787758
2017-08-12,56438,2993768,1,DAIRY,526.0,19,Quito,Pichincha,D,13,48.64611940298508,,,,,,0,588.0638702989272
2017-08-13,56471,2995550,1,DAIRY,266.0,15,Quito,Pichincha,D,13,48.04522388059702,,,,,,0,382.81231619520315
2017-08-14,56504,2997332,1,DAIRY,699.0,23,Quito,Pichincha,D,13,47.59,,,,,,0,660.8539500154646
2017-08-15,56537,2999114,1,DAIRY,602.0,19,Quito,Pichincha,D,13,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,630.9992033105559
2017-07-31,56043,2972385,1,DELI,189.11,6,Quito,Pichincha,D,13,50.21,,,,,,0,131.7538766156037
2017-08-01,56076,2974167,1,DELI,133.588,5,Quito,Pichincha,D,13,49.19,,,,,,0,153.18678892070415
2017-08-02,56109,2975949,1,DELI,150.745,5,Quito,Pichincha,D,13,49.6,,,,,,0,118.08411722855551
2017-08-03,56142,2977731,1,DELI,106.929,3,Quito,Pichincha,D,13,49.03,,,,,,0,113.74250288041937
2017-08-04,56175,2979513,1,DELI,170.185,52,Quito,Pichincha,D,13,49.57,,,,,,0,150.39093183889975
2017-08-05,56208,2981295,1,DELI,104.168,6,Quito,Pichincha,D,13,49.54014925373134,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,138.6066487728532
2017-08-06,56241,2983077,1,DELI,60.289,1,Quito,Pichincha,D,13,49.44164179104477,,,,,,0,107.50871164864917
2017-08-07,56274,2984859,1,DELI,138.907,4,Quito,Pichincha,D,13,49.37,,,,,,0,132.77837513704497
2017-08-08,56307,2986641,1,DELI,130.678,4,Quito,Pichincha,D,13,49.07,,,,,,0,152.4435378069632
2017-08-09,56340,2988423,1,DELI,123.496,6,Quito,Pichincha,D,13,49.59,,,,,,0,118.81502130708621
2017-08-10,56373,2990205,1,DELI,139.761,7,Quito,Pichincha,D,13,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,114.08889292566437
2017-08-11,56406,2991987,1,DELI,64.302,35,Quito,Pichincha,D,13,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,149.40444313512677
2017-08-12,56439,2993769,1,DELI,99.488,3,Quito,Pichincha,D,13,48.6279104477612,,,,,,0,138.58341770048804
2017-08-13,56472,2995551,1,DELI,47.77,4,Quito,Pichincha,D,13,48.02701492537314,,,,,,0,108.38152130398197
2017-08-14,56505,2997333,1,DELI,154.578,7,Quito,Pichincha,D,13,47.59,,,,,,0,132.30573684748663
2017-08-15,56538,2999115,1,DELI,116.402,5,Quito,Pichincha,D,13,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,151.67440526270448
2017-07-31,56044,2972386,1,EGGS,149.0,0,Quito,Pichincha,D,13,50.21,,,,,,0,154.5374913752985
2017-08-01,56077,2974168,1,EGGS,161.0,0,Quito,Pichincha,D,13,49.19,,,,,,0,124.98271194236952
2017-08-02,56110,2975950,1,EGGS,160.0,0,Quito,Pichincha,D,13,49.6,,,,,,0,147.0846270214613
2017-08-03,56143,2977732,1,EGGS,120.0,0,Quito,Pichincha,D,13,49.03,,,,,,0,136.6627314072229
2017-08-04,56176,2979514,1,EGGS,143.0,27,Quito,Pichincha,D,13,49.57,,,,,,0,133.5423481839766
2017-08-05,56209,2981296,1,EGGS,155.0,0,Quito,Pichincha,D,13,49.53716417910448,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,149.36546580372448
2017-08-06,56242,2983078,1,EGGS,47.0,0,Quito,Pichincha,D,13,49.43865671641791,,,,,,0,124.16206605125
2017-08-07,56275,2984860,1,EGGS,152.0,0,Quito,Pichincha,D,13,49.37,,,,,,0,153.6263388684402
2017-08-08,56308,2986642,1,EGGS,130.0,0,Quito,Pichincha,D,13,49.07,,,,,,0,125.77080720442014
2017-08-09,56341,2988424,1,EGGS,134.0,0,Quito,Pichincha,D,13,49.59,,,,,,0,146.55677823838442
2017-08-10,56374,2990206,1,EGGS,114.0,0,Quito,Pichincha,D,13,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,136.8147086474275
2017-08-11,56407,2991988,1,EGGS,86.0,24,Quito,Pichincha,D,13,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,133.77401447124535
2017-08-12,56440,2993770,1,EGGS,113.0,0,Quito,Pichincha,D,13,48.60970149253732,,,,,,0,148.7861169690692
2017-08-13,56473,2995552,1,EGGS,60.0,0,Quito,Pichincha,D,13,48.00880597014925,,,,,,0,124.95332859313531
2017-08-14,56506,2997334,1,EGGS,170.0,0,Quito,Pichincha,D,13,47.59,,,,,,0,152.76648764022266
2017-08-15,56539,2999116,1,EGGS,131.0,0,Quito,Pichincha,D,13,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,126.51283727237215
2017-07-31,56045,2972387,1,FROZEN FOODS,158.354,2,Quito,Pichincha,D,13,50.21,,,,,,0,85.32530218526409
2017-08-01,56078,2974169,1,FROZEN FOODS,144.126,1,Quito,Pichincha,D,13,49.19,,,,,,0,94.31312023807544
2017-08-02,56111,2975951,1,FROZEN FOODS,200.899,2,Quito,Pichincha,D,13,49.6,,,,,,0,92.11175611530652
2017-08-03,56144,2977733,1,FROZEN FOODS,132.185,1,Quito,Pichincha,D,13,49.03,,,,,,0,89.9617740694828
2017-08-04,56177,2979515,1,FROZEN FOODS,143.0,1,Quito,Pichincha,D,13,49.57,,,,,,0,87.86197479068372
2017-08-05,56210,2981297,1,FROZEN FOODS,155.597,1,Quito,Pichincha,D,13,49.53417910447761,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,85.81118696210169
2017-08-06,56243,2983079,1,FROZEN FOODS,40.0,1,Quito,Pichincha,D,13,49.435671641791046,,,,,,0,83.80826660665443
2017-08-07,56276,2984861,1,FROZEN FOODS,136.719,0,Quito,Pichincha,D,13,49.37,,,,,,0,81.8520964488479
2017-08-08,56309,2986643,1,FROZEN FOODS,134.287,1,Quito,Pichincha,D,13,49.07,,,,,,0,79.94158529153417
2017-08-09,56342,2988425,1,FROZEN FOODS,154.309,0,Quito,Pichincha,D,13,49.59,,,,,,0,78.07566740721622
2017-08-10,56375,2990207,1,FROZEN FOODS,167.70999,1,Quito,Pichincha,D,13,48.54,Holiday,National,Ecuador,Primer Grito de Independencia,True,1,76.25330194356043
2017-08-11,56408,2991989,1,FROZEN FOODS,61.0,1,Quito,Pichincha,D,13,48.81,Transfer,National,Ecuador,Traslado Primer Grito de Independencia,False,1,74.473472342785
2017-08-12,56441,2993771,1,FROZEN FOODS,107.794,1,Quito,Pichincha,D,13,48.59149253731344,,,,,,0,72.73518577460035
2017-08-13,56474,2995553,1,FROZEN FOODS,50.0,1,Quito,Pichincha,D,13,47.99059701492538,,,,,,0,71.03747258238538
2017-08-14,56507,2997335,1,FROZEN FOODS,110.0,0,Quito,Pichincha,D,13,47.59,,,,,,0,69.37938574229045
2017-08-15,56540,2999117,1,FROZEN FOODS,89.0,1,Quito,Pichincha,D,13,47.57,Holiday,Local,Riobamba,Fundacion de Riobamba,False,1,67.7600003349655
2017-07-31,56046,2972388,1,GROCERY I,2966.0,54,Quito,Pichincha,D,13,50.21,,,,,,0,2385.9792421955863
2017-08-01,56079,2974170,1,GROCERY I,2872.0,45,Quito,Pichincha,D,13,49.19,,,,,,0,2188.1225259648045
2017-08-02,56112,2975952,1,GROCERY I,3247.0,58,Quito,Pichincha,D,13,49.6,,,,,,0,2821.585383312279
2017-08-03,56145,2977734,1,GROCERY I,2177.0,29,Quito,Pichincha,D,13,49.03,,,,,,0,2397.198354821376
2017-08-04,56178,2979516,1,GROCERY I,2778.0,35,Quito,Pichincha,D,13,49.57,,,,,,0,2528.480024523932
2017-08-05,56211,2981298,1,GROCERY I,2034.0,29,Quito,Pichincha,D,13,49.531194029850745,Holiday,Local,Esmeraldas,Fundacion de Esmeraldas,False,1,2712.0984029571046
2017-08-06,56244,2983080,1,GROCERY I,1025.0,29,Quito,Pichincha,D,13,49.432686567164176,,,,,,0,2254.1154597545333
